dep;sexe;jour;hosp;rea;hosp - rea;rad;dc;dc ehpad;hosp quot;rea quot;rad quot;dc quot;dc ehpad quot;lits réa;hosp off;rea off;rad off;dc off
60;1;06/04/2020;202;54;148;155;98;;8;-1;5;4;0;;;;;
60;2;06/04/2020;170;17;153;128;62;;10;0;2;6;0;;;;;
61;0;06/04/2020;65;15;50;58;9;;-2;1;7;0;0;;;;;
61;1;06/04/2020;42;13;29;22;4;;-1;1;1;0;0;;;;;
61;2;06/04/2020;23;2;21;36;5;;-1;0;6;0;0;;;;;
62;0;06/04/2020;391;123;268;201;55;;28;1;13;9;0;;;;;
62;1;06/04/2020;218;94;124;113;31;;9;1;9;5;0;;;;;
62;2;06/04/2020;171;29;142;87;24;;18;0;4;4;0;;;;;
63;0;06/04/2020;84;39;45;48;7;;4;-2;2;1;0;;;;;
63;1;06/04/2020;54;28;26;25;3;;3;-2;1;0;0;;;;;
63;2;06/04/2020;30;11;19;23;4;;1;0;1;1;0;;;;;
64;0;06/04/2020;85;27;58;69;15;;8;-2;1;1;0;;;;;
64;1;06/04/2020;44;16;28;35;10;;2;-2;0;1;0;;;;;
64;2;06/04/2020;41;11;30;34;5;;6;0;1;0;0;;;;;
65;0;06/04/2020;55;7;48;25;7;;3;0;1;0;0;;;;;
65;1;06/04/2020;34;6;28;14;2;;2;1;0;0;0;;;;;
65;2;06/04/2020;21;1;20;11;5;;1;-1;1;0;0;;;;;
66;0;06/04/2020;105;32;73;140;18;;3;1;6;1;0;;;;;
66;1;06/04/2020;57;25;32;57;9;;3;1;1;1;0;;;;;
66;2;06/04/2020;48;7;41;83;9;;0;0;5;0;0;;;;;
67;0;06/04/2020;1078;267;811;649;287;;0;-1;32;10;0;;;;;
67;1;06/04/2020;642;201;441;356;172;;-5;-4;23;7;0;;;;;
67;2;06/04/2020;422;63;359;292;114;;8;3;9;2;0;;;;;
68;0;06/04/2020;1040;141;899;955;508;;21;-9;22;38;0;;;;;
68;1;06/04/2020;555;99;456;515;321;;-8;-10;18;23;0;;;;;
68;2;06/04/2020;482;41;441;439;184;;28;1;5;14;0;;;;;
69;0;06/04/2020;1223;295;928;640;233;;-27;-9;45;19;0;;;;;
69;1;06/04/2020;679;219;460;299;125;;-6;-2;23;10;0;;;;;
69;2;06/04/2020;538;74;464;311;101;;-20;-6;22;8;0;;;;;
70;0;06/04/2020;79;16;63;72;44;;-1;-1;2;7;0;;;;;
70;1;06/04/2020;42;9;33;39;25;;-1;-1;0;5;0;;;;;
70;2;06/04/2020;37;7;30;32;19;;0;0;2;2;0;;;;;
71;0;06/04/2020;193;38;155;170;69;;20;1;22;4;0;;;;;
71;1;06/04/2020;103;28;75;84;40;;11;0;11;3;0;;;;;
71;2;06/04/2020;90;10;80;85;29;;9;1;11;1;0;;;;;
72;0;06/04/2020;106;24;82;87;21;;-2;0;5;2;0;;;;;
72;1;06/04/2020;65;16;49;44;13;;-5;0;5;1;0;;;;;
72;2;06/04/2020;41;8;33;43;8;;3;0;0;1;0;;;;;
73;0;06/04/2020;118;34;84;127;18;;0;-1;6;3;0;;;;;
73;1;06/04/2020;67;26;41;66;10;;-1;-2;2;3;0;;;;;
73;2;06/04/2020;49;8;41;61;8;;1;1;4;0;0;;;;;
74;0;06/04/2020;292;95;197;269;64;;-2;1;10;8;0;;;;;
74;1;06/04/2020;178;74;104;147;39;;0;-1;6;4;0;;;;;
74;2;06/04/2020;109;21;88;118;25;;-2;2;4;4;0;;;;;
75;0;06/04/2020;3119;838;2281;1383;646;;44;0;74;53;0;;;;;
75;1;06/04/2020;1860;623;1237;835;424;;12;7;50;37;0;;;;;
75;2;06/04/2020;1224;213;1011;534;216;;34;-7;23;16;0;;;;;
76;0;06/04/2020;364;114;250;167;65;;6;1;12;5;0;;;;;
76;1;06/04/2020;199;81;118;79;45;;9;3;4;2;0;;;;;
76;2;06/04/2020;164;32;132;87;20;;-4;-3;8;3;0;;;;;
77;0;06/04/2020;692;189;503;490;149;;-17;2;55;23;0;;;;;
77;1;06/04/2020;430;134;296;282;84;;-2;4;34;10;0;;;;;
77;2;06/04/2020;254;53;201;207;65;;-15;-2;21;13;0;;;;;
78;0;06/04/2020;963;184;779;514;195;;54;-1;44;20;0;;;;;
78;1;06/04/2020;551;135;416;296;117;;19;-3;26;13;0;;;;;
78;2;06/04/2020;402;48;354;215;77;;34;2;18;7;0;;;;;
79;0;06/04/2020;28;9;19;11;8;;-1;0;1;0;0;;;;;
79;1;06/04/2020;13;4;9;5;4;;0;0;0;0;0;;;;;
79;2;06/04/2020;15;5;10;6;4;;-1;0;1;0;0;;;;;
80;0;06/04/2020;364;72;292;156;90;;15;-1;2;13;0;;;;;
80;1;06/04/2020;191;49;142;82;58;;9;1;2;8;0;;;;;
80;2;06/04/2020;169;23;146;71;32;;6;-2;0;5;0;;;;;
81;0;06/04/2020;55;24;31;27;5;;-6;0;6;1;0;;;;;
81;1;06/04/2020;30;16;14;15;4;;-4;-1;4;1;0;;;;;
81;2;06/04/2020;25;8;17;12;1;;-2;1;2;0;0;;;;;
82;0;06/04/2020;18;10;8;6;3;;2;3;0;1;0;;;;;
82;1;06/04/2020;16;9;7;3;3;;3;3;0;1;0;;;;;
82;2;06/04/2020;2;1;1;3;0;;-1;0;0;0;0;;;;;
83;0;06/04/2020;240;62;178;246;41;;2;4;16;5;0;;;;;
83;1;06/04/2020;142;47;95;130;21;;1;3;11;3;0;;;;;
83;2;06/04/2020;98;15;83;116;20;;1;1;5;2;0;;;;;
84;0;06/04/2020;87;22;65;69;16;;7;-2;3;0;0;;;;;
84;1;06/04/2020;57;16;41;27;8;;6;-1;2;0;0;;;;;
84;2;06/04/2020;30;6;24;42;8;;1;-1;1;0;0;;;;;
85;0;06/04/2020;77;22;55;38;16;;3;1;0;1;0;;;;;
85;1;06/04/2020;44;16;28;20;10;;2;1;0;0;0;;;;;
85;2;06/04/2020;33;6;27;18;6;;1;0;0;1;0;;;;;
86;0;06/04/2020;61;28;33;37;17;;5;1;1;0;0;;;;;
86;1;06/04/2020;38;22;16;18;7;;1;0;0;0;0;;;;;
86;2;06/04/2020;23;6;17;19;10;;4;1;1;0;0;;;;;
87;0;06/04/2020;66;20;46;29;10;;0;0;1;2;0;;;;;
87;1;06/04/2020;30;11;19;15;6;;0;0;1;0;0;;;;;
87;2;06/04/2020;36;9;27;13;4;;0;0;0;2;0;;;;;
88;0;06/04/2020;269;36;233;200;125;;1;-2;6;8;0;;;;;
88;1;06/04/2020;141;26;115;99;75;;-3;-1;2;4;0;;;;;
88;2;06/04/2020;126;10;116;100;50;;4;-1;4;4;0;;;;;
89;0;06/04/2020;103;18;85;37;15;;2;0;6;3;0;;;;;
89;1;06/04/2020;57;16;41;18;12;;1;0;4;2;0;;;;;
89;2;06/04/2020;45;2;43;19;3;;1;0;2;1;0;;;;;
90;0;06/04/2020;221;42;179;164;89;;9;-1;4;3;0;;;;;
90;1;06/04/2020;139;33;106;93;50;;7;0;2;3;0;;;;;
90;2;06/04/2020;82;9;73;71;39;;2;-1;2;0;0;;;;;
91;0;06/04/2020;943;206;737;306;139;;12;8;32;24;0;;;;;
91;1;06/04/2020;516;143;373;187;86;;5;4;17;14;0;;;;;
91;2;06/04/2020;414;58;356;119;52;;7;4;15;10;0;;;;;
92;0;06/04/2020;1978;428;1550;919;320;;28;15;82;27;0;;;;;
92;1;06/04/2020;1224;319;905;496;192;;14;7;47;15;0;;;;;
92;2;06/04/2020;735;106;629;418;126;;14;9;35;12;0;;;;;
93;0;06/04/2020;1406;235;1171;570;296;;68;6;53;11;0;;;;;
93;1;06/04/2020;845;167;678;333;177;;46;4;31;6;0;;;;;
93;2;06/04/2020;548;63;485;234;117;;19;2;22;5;0;;;;;
94;0;06/04/2020;1811;292;1519;694;351;;82;2;31;49;0;;;;;
94;1;06/04/2020;1004;203;801;393;213;;43;2;19;29;0;;;;;
94;2;06/04/2020;775;87;688;293;130;;43;1;11;17;0;;;;;
95;0;06/04/2020;850;165;685;721;259;;17;-1;60;41;0;;;;;
95;1;06/04/2020;543;121;422;398;175;;8;-7;34;28;0;;;;;
95;2;06/04/2020;305;43;262;319;84;;8;6;25;13;0;;;;;
971;0;06/04/2020;40;18;22;37;8;;4;0;1;0;0;;;;;
971;1;06/04/2020;26;15;11;16;3;;2;0;0;0;0;;;;;
971;2;06/04/2020;14;3;11;21;5;;2;0;1;0;0;;;;;
972;0;06/04/2020;55;20;35;37;4;;1;-1;0;1;0;;;;;
972;1;06/04/2020;34;15;19;20;3;;0;-1;0;1;0;;;;;
972;2;06/04/2020;21;5;16;17;1;;1;0;0;0;0;;;;;
973;0;06/04/2020;7;1;6;6;0;;0;0;0;0;0;;;;;
973;1;06/04/2020;6;1;5;4;0;;0;0;0;0;0;;;;;
973;2;06/04/2020;1;0;1;2;0;;0;0;0;0;0;;;;;
974;0;06/04/2020;45;4;41;43;0;;1;0;2;0;0;;;;;
974;1;06/04/2020;26;4;22;18;0;;0;0;0;0;0;;;;;
974;2;06/04/2020;19;0;19;25;0;;1;0;2;0;0;;;;;
976;0;06/04/2020;16;3;13;13;2;;-1;0;5;0;0;;;;;
976;1;06/04/2020;9;3;6;8;2;;-1;0;2;0;0;;;;;
976;2;06/04/2020;7;0;7;5;0;;0;0;3;0;0;;;;;
1;0;07/04/2020;119;32;87;97;27;3237;4;2;5;2;820;5000;30027;7131;19337;7091
1;1;07/04/2020;64;21;43;58;17;;-1;1;5;2;0;;;;;
1;2;07/04/2020;52;10;42;35;10;;5;1;0;0;0;;;;;
2;0;07/04/2020;255;35;220;218;115;;32;-1;31;9;0;;;;;
2;1;07/04/2020;142;23;119;94;67;;23;0;14;6;0;;;;;
2;2;07/04/2020;112;12;100;122;46;;9;-1;17;2;0;;;;;
3;0;07/04/2020;52;19;33;65;8;;2;1;4;0;0;;;;;
3;1;07/04/2020;23;11;12;28;3;;-1;1;3;0;0;;;;;
3;2;07/04/2020;27;8;19;37;5;;3;0;1;0;0;;;;;
4;0;07/04/2020;29;3;26;56;4;;-6;-2;7;0;0;;;;;
4;1;07/04/2020;13;2;11;23;3;;-3;-2;4;0;0;;;;;
4;2;07/04/2020;15;1;14;33;1;;-3;0;3;0;0;;;;;
5;0;07/04/2020;64;17;47;48;2;;1;0;2;0;0;;;;;
5;1;07/04/2020;35;11;24;29;0;;1;0;0;0;0;;;;;
5;2;07/04/2020;29;6;23;19;2;;0;0;2;0;0;;;;;
6;0;07/04/2020;252;81;171;192;48;;19;1;12;1;0;;;;;
6;1;07/04/2020;144;58;86;89;28;;5;2;8;0;0;;;;;
6;2;07/04/2020;99;17;82;98;19;;12;-1;4;1;0;;;;;
7;0;07/04/2020;106;19;87;150;32;;4;3;10;2;0;;;;;
7;1;07/04/2020;59;13;46;57;19;;6;2;3;1;0;;;;;
7;2;07/04/2020;35;3;32;78;8;;3;1;4;0;0;;;;;
8;0;07/04/2020;80;18;62;37;6;;7;0;7;0;0;;;;;
8;1;07/04/2020;42;13;29;26;4;;1;1;5;0;0;;;;;
8;2;07/04/2020;36;4;32;11;2;;5;-1;2;0;0;;;;;
9;0;07/04/2020;19;4;15;12;1;;1;0;1;0;0;;;;;
9;1;07/04/2020;9;3;6;7;0;;1;0;0;0;0;;;;;
9;2;07/04/2020;8;1;7;4;1;;1;0;0;0;0;;;;;
10;0;07/04/2020;157;25;132;30;38;;6;2;3;3;0;;;;;
10;1;07/04/2020;86;18;68;19;27;;4;2;2;0;0;;;;;
10;2;07/04/2020;70;7;63;10;10;;2;0;1;2;0;;;;;
11;0;07/04/2020;81;17;64;76;31;;5;2;9;0;0;;;;;
11;1;07/04/2020;48;13;35;38;23;;4;2;4;0;0;;;;;
11;2;07/04/2020;33;4;29;38;8;;1;0;5;0;0;;;;;
12;0;07/04/2020;55;9;46;42;13;;-4;0;7;1;0;;;;;
12;1;07/04/2020;31;7;24;23;6;;-6;0;7;0;0;;;;;
12;2;07/04/2020;24;2;22;19;7;;2;0;0;1;0;;;;;
13;0;07/04/2020;1074;249;825;929;137;;-95;-5;136;16;0;;;;;
13;1;07/04/2020;633;175;458;456;75;;-42;-5;70;11;0;;;;;
13;2;07/04/2020;425;74;351;451;59;;-51;0;65;5;0;;;;;
14;0;07/04/2020;151;59;92;64;26;;5;0;6;3;0;;;;;
14;1;07/04/2020;88;45;43;36;21;;3;0;5;3;0;;;;;
14;2;07/04/2020;62;14;48;28;5;;2;0;1;0;0;;;;;
15;0;07/04/2020;26;9;17;6;0;;-2;2;3;0;0;;;;;
15;1;07/04/2020;16;6;10;3;0;;0;1;0;0;0;;;;;
15;2;07/04/2020;10;3;7;3;0;;-2;1;3;0;0;;;;;
16;0;07/04/2020;12;5;7;26;7;;-3;-1;2;1;0;;;;;
16;1;07/04/2020;6;3;3;14;4;;-3;-1;2;1;0;;;;;
16;2;07/04/2020;5;1;4;12;3;;0;0;0;0;0;;;;;
17;0;07/04/2020;89;26;63;46;19;;8;0;5;4;0;;;;;
17;1;07/04/2020;55;20;35;21;12;;5;1;2;1;0;;;;;
17;2;07/04/2020;34;6;28;25;7;;3;-1;3;3;0;;;;;
18;0;07/04/2020;54;17;37;21;24;;-1;2;7;2;0;;;;;
18;1;07/04/2020;29;14;15;13;13;;-1;1;5;1;0;;;;;
18;2;07/04/2020;25;3;22;8;11;;0;1;2;1;0;;;;;
19;0;07/04/2020;41;8;33;23;11;;-3;0;6;2;0;;;;;
19;1;07/04/2020;20;5;15;15;11;;-1;-1;3;2;0;;;;;
19;2;07/04/2020;20;2;18;8;0;;-2;1;3;0;0;;;;;
21;0;07/04/2020;307;79;228;324;83;;23;3;13;7;0;;;;;
21;1;07/04/2020;167;53;114;141;52;;5;1;8;6;0;;;;;
21;2;07/04/2020;140;26;114;180;31;;18;2;5;1;0;;;;;
22;0;07/04/2020;69;13;56;42;13;;-6;-4;13;2;0;;;;;
22;1;07/04/2020;32;10;22;20;7;;-4;-3;9;2;0;;;;;
22;2;07/04/2020;37;3;34;22;6;;-2;-1;4;0;0;;;;;
23;0;07/04/2020;13;7;6;5;3;;2;2;1;0;0;;;;;
23;1;07/04/2020;10;6;4;3;2;;2;2;1;0;0;;;;;
23;2;07/04/2020;3;1;2;2;1;;0;0;0;0;0;;;;;
24;0;07/04/2020;26;6;20;20;1;;-2;0;5;0;0;;;;;
24;1;07/04/2020;16;4;12;11;1;;-1;0;3;0;0;;;;;
24;2;07/04/2020;10;2;8;9;0;;-1;0;2;0;0;;;;;
25;0;07/04/2020;196;81;115;188;58;;13;6;4;7;0;;;;;
25;1;07/04/2020;118;63;55;94;35;;6;4;4;2;0;;;;;
25;2;07/04/2020;74;15;59;93;22;;7;2;0;5;0;;;;;
26;0;07/04/2020;244;68;176;159;64;;-16;-3;26;1;0;;;;;
26;1;07/04/2020;146;51;95;82;39;;-8;-2;12;1;0;;;;;
26;2;07/04/2020;96;15;81;77;25;;-8;-1;14;0;0;;;;;
27;0;07/04/2020;66;12;54;26;22;;-1;1;3;7;0;;;;;
27;1;07/04/2020;42;9;33;7;8;;1;0;1;3;0;;;;;
27;2;07/04/2020;23;3;20;18;14;;-2;1;2;4;0;;;;;
28;0;07/04/2020;171;29;142;104;31;;5;-1;8;2;0;;;;;
28;1;07/04/2020;95;21;74;50;19;;2;0;2;2;0;;;;;
28;2;07/04/2020;68;7;61;49;12;;3;-1;6;0;0;;;;;
29;0;07/04/2020;94;42;52;62;9;;1;2;2;0;0;;;;;
29;1;07/04/2020;60;33;27;29;6;;3;2;0;0;0;;;;;
29;2;07/04/2020;34;9;25;32;3;;-2;0;2;0;0;;;;;
2A;0;07/04/2020;79;21;58;45;29;;3;-1;-3;2;0;;;;;
2A;1;07/04/2020;32;15;17;21;20;;-1;-2;-1;1;0;;;;;
2A;2;07/04/2020;47;6;41;24;9;;4;1;-2;1;0;;;;;
2B;0;07/04/2020;15;2;13;68;3;;-1;0;1;0;0;;;;;
2B;1;07/04/2020;7;0;7;37;3;;-1;0;1;0;0;;;;;
2B;2;07/04/2020;8;2;6;31;0;;0;0;0;0;0;;;;;
30;0;07/04/2020;110;43;67;56;17;;4;2;11;0;0;;;;;
30;1;07/04/2020;68;37;31;34;13;;1;3;8;0;0;;;;;
30;2;07/04/2020;42;6;36;22;4;;3;-1;3;0;0;;;;;
31;0;07/04/2020;230;102;128;178;19;;-5;-5;17;2;0;;;;;
31;1;07/04/2020;156;85;71;88;14;;-4;-2;9;1;0;;;;;
31;2;07/04/2020;73;16;57;90;5;;-1;-3;8;1;0;;;;;
32;0;07/04/2020;26;5;21;13;8;;-2;0;5;1;0;;;;;
32;1;07/04/2020;16;5;11;8;6;;-3;0;3;1;0;;;;;
32;2;07/04/2020;10;0;10;5;2;;1;0;2;0;0;;;;;
33;0;07/04/2020;315;90;225;350;50;;3;-1;19;3;0;;;;;
33;1;07/04/2020;185;71;114;149;20;;0;-1;9;0;0;;;;;
33;2;07/04/2020;130;19;111;200;30;;3;0;10;3;0;;;;;
34;0;07/04/2020;254;70;184;272;57;;-11;0;31;3;0;;;;;
34;1;07/04/2020;152;56;96;113;34;;-5;0;11;3;0;;;;;
34;2;07/04/2020;100;14;86;158;23;;-7;0;19;0;0;;;;;
35;0;07/04/2020;154;44;110;104;23;;-2;-5;16;3;0;;;;;
35;1;07/04/2020;88;31;57;65;14;;-6;-4;9;2;0;;;;;
35;2;07/04/2020;66;13;53;39;9;;4;-1;7;1;0;;;;;
36;0;07/04/2020;63;10;53;14;23;;0;0;5;2;0;;;;;
36;1;07/04/2020;39;6;33;3;14;;2;0;1;2;0;;;;;
36;2;07/04/2020;24;4;20;11;9;;-1;0;4;0;0;;;;;
37;0;07/04/2020;181;61;120;73;21;;0;4;7;-1;0;;;;;
37;1;07/04/2020;96;42;54;41;16;;0;0;5;0;0;;;;;
37;2;07/04/2020;84;18;66;32;5;;0;4;2;0;0;;;;;
38;0;07/04/2020;248;66;182;146;30;;7;1;9;3;0;;;;;
38;1;07/04/2020;130;51;79;77;19;;3;2;5;1;0;;;;;
38;2;07/04/2020;117;15;102;67;11;;6;-1;2;2;0;;;;;
39;0;07/04/2020;90;11;79;47;18;;13;1;5;1;0;;;;;
39;1;07/04/2020;36;5;31;25;10;;4;0;3;1;0;;;;;
39;2;07/04/2020;54;6;48;22;8;;9;1;2;1;0;;;;;
40;0;07/04/2020;26;14;12;24;6;;5;0;4;2;0;;;;;
40;1;07/04/2020;17;9;8;15;4;;5;0;2;2;0;;;;;
40;2;07/04/2020;9;5;4;9;2;;0;0;2;0;0;;;;;
41;0;07/04/2020;86;14;72;43;14;;3;0;6;1;0;;;;;
41;1;07/04/2020;51;10;41;23;8;;-2;0;3;0;0;;;;;
41;2;07/04/2020;35;4;31;20;6;;5;0;3;1;0;;;;;
42;0;07/04/2020;478;103;375;217;88;;-9;-4;30;11;0;;;;;
42;1;07/04/2020;282;81;201;116;66;;-11;-5;17;9;0;;;;;
42;2;07/04/2020;192;22;170;100;22;;2;1;13;2;0;;;;;
43;0;07/04/2020;27;7;20;33;4;;-3;1;4;1;0;;;;;
43;1;07/04/2020;16;7;9;13;3;;-2;1;2;1;0;;;;;
43;2;07/04/2020;11;0;11;20;1;;-1;0;2;0;0;;;;;
44;0;07/04/2020;264;64;200;160;51;;3;-5;22;4;0;;;;;
44;1;07/04/2020;160;51;109;85;31;;-7;-5;16;3;0;;;;;
44;2;07/04/2020;103;13;90;74;20;;10;0;6;1;0;;;;;
45;0;07/04/2020;248;75;173;125;27;;3;-2;18;2;0;;;;;
45;1;07/04/2020;147;60;87;57;18;;2;-2;9;2;0;;;;;
45;2;07/04/2020;99;15;84;66;9;;3;1;7;0;0;;;;;
46;0;07/04/2020;19;8;11;33;0;;0;0;5;0;0;;;;;
46;1;07/04/2020;11;6;5;16;0;;-1;0;2;0;0;;;;;
46;2;07/04/2020;8;2;6;17;0;;1;0;3;0;0;;;;;
47;0;07/04/2020;30;7;23;15;3;;-1;0;3;0;0;;;;;
47;1;07/04/2020;16;5;11;8;3;;-2;0;3;0;0;;;;;
47;2;07/04/2020;14;2;12;7;0;;1;0;0;0;0;;;;;
48;0;07/04/2020;6;1;5;11;0;;-2;0;2;0;0;;;;;
48;1;07/04/2020;3;1;2;7;0;;-1;0;1;0;0;;;;;
48;2;07/04/2020;3;0;3;4;0;;-1;0;1;0;0;;;;;
49;0;07/04/2020;174;53;121;196;44;;9;0;20;5;0;;;;;
49;1;07/04/2020;112;43;69;97;26;;11;0;7;2;0;;;;;
49;2;07/04/2020;61;9;52;99;18;;-2;0;13;3;0;;;;;
50;0;07/04/2020;66;23;43;40;17;;-4;-1;8;2;0;;;;;
50;1;07/04/2020;40;20;20;19;6;;-2;0;3;1;0;;;;;
50;2;07/04/2020;23;2;21;20;10;;-1;-1;5;1;0;;;;;
51;0;07/04/2020;391;71;320;313;88;;2;4;42;8;0;;;;;
51;1;07/04/2020;217;55;162;137;55;;-7;6;21;5;0;;;;;
51;2;07/04/2020;169;16;153;172;32;;9;-2;21;3;0;;;;;
52;0;07/04/2020;115;17;98;55;35;;6;-1;5;8;0;;;;;
52;1;07/04/2020;59;11;48;32;13;;2;-1;3;4;0;;;;;
52;2;07/04/2020;56;6;50;23;22;;4;0;2;4;0;;;;;
53;0;07/04/2020;71;14;57;22;12;;-5;0;5;1;0;;;;;
53;1;07/04/2020;35;11;24;11;6;;-2;0;3;0;0;;;;;
53;2;07/04/2020;36;3;33;11;6;;-3;0;2;1;0;;;;;
54;0;07/04/2020;496;173;323;287;126;;-16;2;45;9;0;;;;;
54;1;07/04/2020;256;118;138;136;75;;-6;5;18;3;0;;;;;
54;2;07/04/2020;216;48;168;138;50;;-7;-3;23;6;0;;;;;
55;0;07/04/2020;168;23;145;141;33;;-1;0;17;2;0;;;;;
55;1;07/04/2020;98;18;80;74;17;;-3;-1;12;1;0;;;;;
55;2;07/04/2020;68;5;63;67;16;;2;1;5;1;0;;;;;
56;0;07/04/2020;144;34;110;127;52;;-3;-1;8;4;0;;;;;
56;1;07/04/2020;91;31;60;62;30;;0;0;5;2;0;;;;;
56;2;07/04/2020;53;3;50;65;22;;-3;-1;3;2;0;;;;;
57;0;07/04/2020;1020;173;847;630;389;;9;0;63;31;0;;;;;
57;1;07/04/2020;553;117;436;308;231;;-12;-4;35;15;0;;;;;
57;2;07/04/2020;458;54;404;315;157;;22;4;27;16;0;;;;;
58;0;07/04/2020;34;9;25;8;7;;-2;-1;2;1;0;;;;;
58;1;07/04/2020;16;8;8;0;4;;-1;-1;0;1;0;;;;;
58;2;07/04/2020;18;1;17;8;3;;-1;0;2;0;0;;;;;
59;0;07/04/2020;891;279;612;454;182;;19;15;63;17;0;;;;;
59;1;07/04/2020;495;202;293;244;105;;1;10;39;11;0;;;;;
59;2;07/04/2020;382;75;307;210;76;;15;5;24;6;0;;;;;
60;0;07/04/2020;408;71;337;314;178;;31;-1;30;17;0;;;;;
60;1;07/04/2020;217;53;164;173;106;;15;-1;18;8;0;;;;;
60;2;07/04/2020;185;17;168;140;71;;15;0;12;9;0;;;;;
61;0;07/04/2020;68;15;53;67;11;;3;0;9;2;0;;;;;
61;1;07/04/2020;44;13;31;25;6;;2;0;3;2;0;;;;;
61;2;07/04/2020;24;2;22;42;5;;1;0;6;0;0;;;;;
62;0;07/04/2020;431;123;308;222;64;;40;0;21;9;0;;;;;
62;1;07/04/2020;244;95;149;120;36;;26;1;7;5;0;;;;;
62;2;07/04/2020;184;28;156;101;28;;13;-1;14;4;0;;;;;
63;0;07/04/2020;77;39;38;59;11;;-7;0;11;4;0;;;;;
63;1;07/04/2020;52;29;23;30;5;;-2;1;5;2;0;;;;;
63;2;07/04/2020;25;10;15;29;6;;-5;-1;6;2;0;;;;;
64;0;07/04/2020;81;28;53;74;15;;-4;1;5;0;0;;;;;
64;1;07/04/2020;43;17;26;37;10;;-1;1;2;0;0;;;;;
64;2;07/04/2020;38;11;27;37;5;;-3;0;3;0;0;;;;;
65;0;07/04/2020;57;6;51;29;7;;2;-1;4;0;0;;;;;
65;1;07/04/2020;35;5;30;17;2;;1;-1;3;0;0;;;;;
65;2;07/04/2020;22;1;21;12;5;;1;0;1;0;0;;;;;
66;0;07/04/2020;98;35;63;152;19;;-7;3;12;1;0;;;;;
66;1;07/04/2020;56;28;28;62;8;;-1;3;5;-1;0;;;;;
66;2;07/04/2020;42;7;35;90;11;;-6;0;7;2;0;;;;;
67;0;07/04/2020;1083;265;818;710;305;;5;-2;61;18;0;;;;;
67;1;07/04/2020;644;199;445;386;184;;2;-2;30;12;0;;;;;
67;2;07/04/2020;426;63;363;323;119;;4;0;31;5;0;;;;;
68;0;07/04/2020;1056;150;906;1036;526;;16;9;81;18;0;;;;;
68;1;07/04/2020;552;102;450;564;329;;-3;3;49;8;0;;;;;
68;2;07/04/2020;502;47;455;471;193;;20;6;32;9;0;;;;;
69;0;07/04/2020;1174;273;901;757;249;;-49;-22;117;16;0;;;;;
69;1;07/04/2020;650;208;442;359;130;;-29;-11;60;5;0;;;;;
69;2;07/04/2020;519;64;455;368;110;;-19;-10;57;9;0;;;;;
70;0;07/04/2020;84;17;67;82;45;;5;1;10;1;0;;;;;
70;1;07/04/2020;47;10;37;46;26;;5;1;7;1;0;;;;;
70;2;07/04/2020;37;7;30;35;19;;0;0;3;0;0;;;;;
71;0;07/04/2020;191;36;155;192;74;;-2;-2;22;5;0;;;;;
71;1;07/04/2020;102;26;76;92;42;;-1;-2;8;2;0;;;;;
71;2;07/04/2020;89;10;79;99;32;;-1;0;14;3;0;;;;;
72;0;07/04/2020;113;23;90;95;21;;7;-1;8;0;0;;;;;
72;1;07/04/2020;65;16;49;49;13;;0;0;5;0;0;;;;;
72;2;07/04/2020;48;7;41;46;8;;7;-1;3;0;0;;;;;
73;0;07/04/2020;123;32;91;140;19;;5;-2;13;1;0;;;;;
73;1;07/04/2020;70;24;46;71;11;;3;-2;5;1;0;;;;;
73;2;07/04/2020;52;8;44;68;8;;3;0;7;0;0;;;;;
74;0;07/04/2020;285;88;197;296;68;;-7;-7;27;4;0;;;;;
74;1;07/04/2020;171;69;102;163;41;;-7;-5;16;2;0;;;;;
74;2;07/04/2020;110;19;91;128;27;;1;-2;10;2;0;;;;;
75;0;07/04/2020;3169;849;2320;1507;683;;50;11;124;37;0;;;;;
75;1;07/04/2020;1892;628;1264;902;449;;32;5;67;25;0;;;;;
75;2;07/04/2020;1246;219;1027;591;228;;22;6;57;12;0;;;;;
76;0;07/04/2020;362;116;246;195;71;;-2;2;28;6;0;;;;;
76;1;07/04/2020;201;82;119;94;47;;2;1;15;2;0;;;;;
76;2;07/04/2020;161;34;127;100;24;;-3;2;13;4;0;;;;;
77;0;07/04/2020;740;192;548;546;161;;48;3;56;12;0;;;;;
77;1;07/04/2020;453;132;321;311;92;;23;-2;29;8;0;;;;;
77;2;07/04/2020;278;57;221;232;69;;24;4;25;4;0;;;;;
78;0;07/04/2020;992;189;803;551;209;;29;5;37;14;0;;;;;
78;1;07/04/2020;564;137;427;316;127;;13;2;20;10;0;;;;;
78;2;07/04/2020;418;50;368;232;81;;16;2;17;4;0;;;;;
79;0;07/04/2020;32;8;24;14;8;;4;-1;3;0;0;;;;;
79;1;07/04/2020;15;4;11;7;4;;2;0;2;0;0;;;;;
79;2;07/04/2020;17;4;13;7;4;;2;-1;1;0;0;;;;;
80;0;07/04/2020;351;75;276;185;96;;-13;3;29;6;0;;;;;
80;1;07/04/2020;187;51;136;92;62;;-4;2;10;4;0;;;;;
80;2;07/04/2020;161;24;137;89;34;;-8;1;18;2;0;;;;;
81;0;07/04/2020;58;27;31;34;5;;3;3;7;0;0;;;;;
81;1;07/04/2020;31;17;14;19;4;;1;1;4;0;0;;;;;
81;2;07/04/2020;26;10;16;15;1;;1;2;3;0;0;;;;;
